,listing_id,name,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating
896,8734707,Brownstone Cozy Penthouse Suite,42.32974333,-71.09185431,Apartment,2,1.0,1.0,1.0,98.0
897,5146580,"Boston comfy room 1, phase 2",42.32554505,-71.08577829,Apartment,2,1.0,1.0,1.0,83.0
900,8495348,A Charming spacious room queen bed.,42.31680579,-71.07352707,House,2,1.0,1.0,1.0,87.0
902,7161203,Cozy Rm EZ St Parking EZ 2 downtown,42.31710874,-71.08077882,Apartment,1,1.0,1.0,1.0,93.0
903,5146447,"Boston Comfy Room 3, Phase 2",42.32511846,-71.08323012,Apartment,2,1.0,1.0,1.0,82.0
904,5146451,"Boston Comfy Room 2, Phase 2",42.32630904,-71.0831874,Apartment,2,1.0,1.0,1.0,85.0
905,1197857,Classic 1 bedroom in South End,42.33852368,-71.07984588,Apartment,4,1.0,1.0,2.0,88.0
906,13797162,Sunny Artist Loft In Historic Brownstone,42.32236629999999,-71.07874135,Apartment,2,1.0,1.0,1.0,97.0
907,9961767,1 Bedroom in Historic South End,42.33461965,-71.07637612,Apartment,2,1.0,1.0,1.0,100.0
908,163941,$165* SPECIAL* 2 bed ApT! Location!,42.32964654,-71.09502742,Apartment,6,1.0,2.0,3.0,92.0
911,4555637,Brownstone Loft Bedroom,42.32960717,-71.09340591,Apartment,1,1.0,1.0,1.0,96.0
912,1638584,Private Room in Fort Hill,42.32513754,-71.09264112,Apartment,1,1.0,1.0,1.0,93.0
913,9896359,Sunny Top Floor Apartment,42.34458195,-71.07551296,Apartment,2,1.0,1.0,1.0,92.0
914,5885130,lovely upscale townhouse apartment,42.33996517,-71.07514202,Apartment,2,1.0,1.0,1.0,100.0
917,2301709,Gorgeous South End 2 Bed/1.5 Bath,42.33726366,-71.07632732,Apartment,6,1.5,2.0,2.0,92.0
919,1183032,"Charming South End, Boston Condo",42.341220299999996,-71.07532969,Apartment,2,1.0,1.0,1.0,93.0
921,9870,[1293-1] - 1 Bedroom in South End,42.34422662,-71.07787818,Apartment,2,1.0,1.0,1.0,80.0
922,27141,[1293] Lovely 1 BR in South End,42.3425859,-71.07969076,Apartment,2,1.0,1.0,1.0,84.0
923,650956,Historic South End - Steps to All,42.34518663,-71.07229518,Apartment,6,1.5,2.0,3.0,86.0
925,11856912,Brownstone Apt. in Hip S. End!,42.33833507,-71.07090524,Apartment,4,2.0,2.0,2.0,93.0
926,6992859,1BR South End/Back Bay Condo,42.34748545,-71.07312593,Apartment,4,1.0,1.0,1.0,92.0
927,3969526,Sensational South End 2 bedroom,42.33762737,-71.07394703,Apartment,4,1.0,2.0,2.0,94.0
928,1166808,Living Room in ♥︎ of Boston,42.34284812,-71.07212171,Apartment,1,1.0,1.0,1.0,90.0
929,8439661,Fantastic 2 bed/1.5 bath South End,42.33596696,-71.07508978,Apartment,6,1.5,2.0,2.0,84.0
930,5433246,Private room in the South End,42.33804084,-71.07574541,Apartment,2,1.0,1.0,1.0,95.0
931,6793945,Stylish South End Apartment,42.33632671,-71.07415655,Apartment,4,1.0,1.0,1.0,96.0
932,2846739,SECOND FLOOR PARLOR ROOM,42.34623304,-71.0736387,House,1,1.0,1.0,1.0,85.0
933,6575654,Sunny Corner Apartment,42.33716187,-71.07611332,Apartment,2,1.0,1.0,1.0,96.0
934,8193344,1 Bedroom in large Condominium (II),42.33831709,-71.07658637,Condominium,2,1.5,1.0,1.0,96.0
935,6355733,Private Rm+Bathroom in Apt.,42.33628155,-71.06903946,Apartment,2,1.0,1.0,1.0,90.0
936,9862792,Very Rare Luxury New Three Bedroom,42.34398116,-71.06485661,Apartment,8,2.0,3.0,4.0,95.0
937,13995573,Rare Luxury Three Bedroom in New Building,42.34503948,-71.06213505,Apartment,8,2.0,3.0,4.0,80.0
938,7954808,"Luxe 2BR w/ Skyline Views, Gym",42.34549103,-71.06242223,Condominium,4,2.0,2.0,2.0,96.0
939,11687031,Sleek Downtown 1BR by T w/Pool,42.34479539,-71.06325926,Condominium,2,1.0,1.0,1.0,95.0
940,7649517,"Luxe 1BR in South End w/ Gym, Pool",42.34576674,-71.06318919,Apartment,4,1.0,1.0,2.0,90.0
941,8575476,TRUE South End PERFECT!!!!,42.34387422,-71.07417158,Apartment,2,1.0,0.0,1.0,92.0
942,8902304,2BR South End Condo w/Big Windows,42.34555988,-71.06337695,Condominium,4,1.0,2.0,2.0,96.0
943,7919500,"Luxe South End 1BR w/ Pool, Gym",42.34633991,-71.06438062,Condominium,4,1.0,1.0,2.0,93.0
944,7456890,Updated South End/Back Bay 1-Bed,42.34740738,-71.07267289,Apartment,2,1.0,1.0,1.0,94.0
945,8987722,Coolest new building in Boston,42.34425636,-71.06330675,Apartment,4,1.0,1.0,2.0,93.0
946,9208166,Really Cool Lux Building in Boston,42.34435009,-71.06362034,Apartment,6,2.0,2.0,3.0,96.0
947,7540480,Parlor South End charm with deck,42.34370147,-71.06921833,Apartment,4,1.0,1.0,2.0,94.0
949,7921131,"Modern 1BR in South End w/Gym, Pool",42.34487888,-71.06312885,Condominium,4,1.0,1.0,2.0,91.0
950,8988506,Lux City Pad 2/2 with huge terrace!,42.34443022,-71.06251625,Apartment,6,2.0,2.0,3.0,94.0
951,7634365,Sleek 2BR w/ Expansive Views & Pool,42.34485683,-71.0621073,Apartment,4,2.0,2.0,2.0,96.0
952,7358714,Brand New Luxury 1BR in South End,42.34538511,-71.06362273,Apartment,4,1.0,1.0,2.0,80.0
953,2326445,Charming and Bright South End Apt,42.34169589,-71.06889225,Apartment,2,1.0,0.0,1.0,96.0
954,8518665,Upscale 1BR w/ Skyline Views,42.34634242,-71.06385899,Apartment,4,1.0,1.0,2.0,100.0
955,13494185,Montgomery Place - Parlor Room (Room 2),42.34445533,-71.07411174,Townhouse,2,1.0,0.0,1.0,96.0
956,10427199,Boston Christopher Studio Suite,42.34341556,-71.07951597,Apartment,2,1.0,0.0,1.0,90.0
957,851927,Gorgeos 1BD Steps to Bay Station,42.34559448,-71.0748806,Apartment,1,1.0,1.0,1.0,100.0
958,12287958,Copley Vacation Rental on the Park M325 SPECIAL!,42.34382074,-71.07536875,Apartment,2,1.0,0.0,1.0,100.0
959,4461901,"Columbus Avenue by Maverick, Eight",42.344676799999995,-71.07762315,Apartment,2,1.0,1.0,1.0,100.0
960,5714786,Efficient Studio - Back Bay/ S. End,42.34222018,-71.08026313,Apartment,2,1.0,0.0,1.0,70.0
962,1277618,Idyllic South End Brownstone - 1BR,42.34111124,-71.07029311,Apartment,2,1.0,1.0,1.0,84.0
963,9731479,Penthouse South End with roof deck,42.34567869,-71.06943202,Apartment,4,1.0,2.0,2.0,94.0
964,1899770,Stay in the heart of the South End,42.340245200000005,-71.07663628,Apartment,2,1.0,1.0,1.0,97.0
965,13707814,Quiet 2 bedroom South End Condo,42.33902208,-71.07704211,Condominium,3,1.0,2.0,2.0,100.0
966,2916208,BOSTON in Trendy South End,42.3409612,-71.06641321,Apartment,1,1.0,1.0,1.0,92.0
967,8082512,"Columbus Ave By Maverick,ThirtyFour",42.34468465,-71.07663304,Apartment,2,1.0,0.0,1.0,100.0
969,8686165,Stylish South End 1BR by Flatbook,42.34632376,-71.06301627,Condominium,4,1.0,1.0,2.0,91.0
970,4750791,South End St George: by Spare Suite,42.33766125,-71.07280868,Apartment,4,1.0,1.0,1.0,93.0
971,8846202,South End Brownstone 1bd/1ba,42.346416999999995,-71.07314861,Apartment,2,1.0,1.0,1.0,98.0
972,2292495,furnished 1 bed apartment copley #5,42.34032333,-71.07571534,Apartment,4,1.0,1.0,1.0,93.0
973,13171246,"Charming, Sunny, Convenient 2BR in the South End!",42.33918322,-71.07818449999999,Apartment,4,1.0,2.0,2.0,95.0
974,1489289,Spacious S. End 1BD Brownstone,42.33663178,-71.07488543,Apartment,2,1.0,1.0,1.0,93.0
975,14591627,Private & Spacious South End Suite,42.33811322,-71.07821870000001,Condominium,3,1.5,1.0,2.0,100.0
976,12384469,"South End, sunny, quiet, 1 bedroom condo",42.33651866,-71.06969886,Apartment,2,1.0,1.0,1.0,100.0
978,9933886,Basic full size room,42.34707029,-71.07089196,Dorm,2,1.0,1.0,1.0,83.0
979,7205210,South End Stunner w/ City Views,42.34053697,-71.07174927,Apartment,2,1.0,1.0,1.0,100.0
980,13318173,Renovated 2BR Condo with Private Back Deck,42.34136957,-71.07886726,Apartment,3,1.0,2.0,2.0,100.0
982,5783197,Quiet & Charm in Boston's South End,42.34289559,-71.07423168,Apartment,5,2.0,3.0,4.0,99.0
983,7796658,Private room in swank urban loft,42.34436997,-71.06547544,Apartment,2,1.0,1.0,1.0,94.0
984,11588543,Sunny South End Brownstone,42.33713722,-71.07672505,Apartment,3,1.0,2.0,2.0,96.0
985,1275498,"Parlor Retreat, South End studio",42.34419543,-71.07363011,Apartment,2,1.0,1.0,1.0,89.0
986,8025718,"Columbus Avenue By Maverick, Six",42.34341272,-71.07604008,Apartment,2,1.0,0.0,1.0,93.0
988,4879702,Modern Duplex in South End,42.34191419,-71.08080629999999,Apartment,3,1.0,1.0,1.0,98.0
991,12253029,Sunny Studio in Heart of South End,42.34253285,-71.07051706,Apartment,2,1.0,0.0,1.0,97.0
992,7714627,Beautiful South End Penthouse!,42.34384143,-71.07182664,Apartment,3,1.0,1.0,1.0,98.0
993,12890156,Spacious Southend Back Bay Apt,42.33931504,-71.07788277,Apartment,4,1.0,1.0,1.0,92.0
994,5074924,Sunny studio in Back Bay/So. End,42.34237255,-71.07922266,Apartment,2,1.0,0.0,1.0,84.0
995,2372987,New 1 Bed Flat - South End,42.3367125,-71.07545754,Apartment,2,1.0,1.0,1.0,86.0
996,7368611,South End townhouse apt with deck,42.34551716,-71.06939493,Apartment,4,1.0,2.0,2.0,92.0
997,3601030,Luxury South End Apartment ,42.343792,-71.07285899,Apartment,3,1.0,1.0,2.0,97.0
999,14414330,Beautiful South End Brownstone Apartment,42.34180498,-71.07982968,Apartment,4,1.0,2.0,2.0,100.0
1000,4860853,Ideal studio in the Back Bay/S. End,42.3411334,-71.08001119,Apartment,2,1.0,0.0,1.0,80.0
1001,5532549,South End close to Back Bay,42.34515972,-71.07167347,Apartment,6,1.0,2.0,3.0,95.0
1003,9663423,Cozy South End Apt in best location,42.34298635,-71.07030040000001,Condominium,3,1.0,1.0,1.0,100.0
1004,6763409,"Columbus Avenue By Maverick, Five",42.34343807,-71.07688356,Apartment,2,1.0,0.0,1.0,67.0
1005,3289921,South End Studio with Sleeping Loft,42.33519277,-71.07495094,Apartment,4,1.0,0.0,2.0,88.0
1006,5976821,Heart of the South End Near It All!,42.34412498,-71.07048304,Apartment,2,1.0,1.0,1.0,97.0
1007,8680170,2BR South End Duplex,42.3452162,-71.07185953,Apartment,2,2.0,2.0,1.0,100.0
1008,11841986,Bright 2BR in Heart of South End,42.34473148,-71.07090818,Apartment,4,1.0,2.0,3.0,73.0
1009,6287797,One Bedroom in Open and Airy Apt,42.33767013,-71.07640773,Apartment,2,1.0,1.0,1.0,100.0
1010,8827268,"Views, Amenities, Location, Bingo!",42.34430214,-71.06899694,Apartment,4,1.0,1.0,1.0,100.0
1011,5075267,Efficient Studio - Back Bay/S. End,42.34079542,-71.08070417,Apartment,2,1.0,0.0,1.0,76.0
1012,798957,2Bed2BathDplx 43Bus to BestBosSites,42.34121342,-71.07571054,Apartment,4,2.0,2.0,2.0,97.0
1013,11710680,Bright & beautiful 2BR in best location,42.3438098,-71.06929087,Apartment,4,1.0,2.0,2.0,95.0
1014,11686744,Stylish 1BR in Heart of Boston,42.34562568,-71.06321265,Condominium,2,1.0,1.0,1.0,100.0
1015,8088370,Ballroom turned loft apartment!,42.33954464,-71.07387036,Loft,1,1.0,1.0,1.0,93.0
1016,4742275,Attention to details is our mantra,42.342582,-71.07650344,Apartment,2,1.0,0.0,1.0,97.0
1017,7645862,Studio 5 South End: by Spare Suite,42.34178016,-71.08004974,Apartment,3,1.0,0.0,1.0,100.0
1019,9611852,Perfect Studio in Center of Boston,42.34770356,-71.07152834,Apartment,2,1.0,0.0,1.0,98.0
1020,7294565,South End Brown Stone,42.33930896,-71.06495499,Apartment,2,1.5,1.0,1.0,80.0
1022,8303267,"4+ BR Quiet, Deluxe, Charming House",42.34241483,-71.07451934,House,8,4.5,5.0,6.0,100.0
1023,9728602,Renovated South End abode (2b/2b),42.33635726,-71.07444244,Apartment,4,2.0,2.0,2.0,100.0
1024,5058148,Convenient & Vibrant South End!  ,42.33569268,-71.07463211,Apartment,2,1.0,1.0,1.0,95.0
1026,11873789,Cozy Apartment + Porch in South End,42.34245931,-71.07890448,Apartment,3,1.0,2.0,2.0,93.0
1028,585148,Trendy Loft in the South End,42.33817959,-71.06462946,Apartment,2,1.0,1.0,1.0,93.0
1029,5582163,Fabulous south end studio!,42.34311951,-71.0758505,Apartment,2,1.0,1.0,1.0,97.0
1030,5352623,Romantic B&B - Roof Top Hot Tub,42.34447432,-71.07698271,Bed & Breakfast,2,1.0,1.0,1.0,100.0
1031,322593,"1Studio WalkOutToPatio..CloseToBus,T,HistoricSites",42.34348781,-71.07680165,Apartment,2,1.0,1.0,1.0,94.0
1033,11902134,Apartment in Historic South End,42.34389102,-71.06948267,Apartment,6,1.0,2.0,2.0,88.0
1034,14461998,COZY South end studio,42.33500338,-71.07509361,Apartment,3,1.0,0.0,1.0,90.0
1035,10227043,2 BR 2 Bath Luxury Apmt in SouthEnd,42.34343207,-71.07291213,Apartment,4,2.0,2.0,2.0,98.0
1037,2683284,Sleek and Modern in the South End,42.33807459,-71.07532867,Apartment,4,1.0,1.0,2.0,92.0
1038,11397511,Beautiful Bedroom in the South End,42.34266914,-71.0695767,Apartment,2,1.0,1.0,1.0,96.0
1039,1252289,South End brownstone private room,42.33533589,-71.07425652,Apartment,2,1.0,1.0,1.0,97.0
1040,4679319,7 to 12 minute walk to Prudential,42.33981503,-71.07770093,Apartment,2,1.0,0.0,1.0,75.0
1041,8006992,"Elegant, Historic, sleek renovation",42.33807716,-71.07509285,Apartment,3,1.0,1.0,1.0,100.0
1042,7513605,"Columbus Avenue By Maverick, Two",42.34504558,-71.07576544,Apartment,2,1.0,0.0,1.0,80.0
1043,8371115,Sunny Penthouse | Private Roof Deck,42.33617223,-71.07542724,Apartment,2,1.0,1.0,1.0,100.0
1044,13378987,Comfort and peace in the South End.,42.34230309,-71.08036334,Condominium,7,2.0,4.0,5.0,83.0
1046,13378936,Montgomery Place - Apartment-Ette (Room 5),42.34451313,-71.07422169,Townhouse,4,1.0,1.0,2.0,100.0
1047,11041684,South End Grand Studio Suite,42.34385225,-71.07925308,Apartment,2,1.0,0.0,1.0,96.0
1048,13378923,Montgomery Place - Studio (Room 6),42.34386191,-71.07419704,Townhouse,2,1.0,0.0,1.0,100.0
1050,6348631,Chic minimal 2BD in south end SOWA,42.34453845,-71.06602188,Apartment,2,1.0,2.0,1.0,90.0
1051,9840919,Boston Vacation Rental M373,42.34342895,-71.07400281,Apartment,4,1.0,1.0,2.0,90.0
1052,5734770,Sunny Roofdeck Apartment,42.34707992,-71.07361071,Apartment,2,1.0,1.0,1.0,95.0
1053,8480507,Sunny South End Brownstone w/ Deck,42.34126176,-71.07719172,Apartment,4,1.5,1.0,1.0,100.0
1054,9430774,Modern Industrial Styled Loft,42.34346178,-71.06419539,Loft,2,1.0,1.0,1.0,100.0
1055,4364925,large & grand 2 bedroom South End by Copley Sq #3,42.34094317,-71.07704195,Apartment,7,1.0,2.0,3.0,95.0
1056,12426977,Comfortable South End Studio,42.33634779,-71.07665638,Apartment,2,1.0,0.0,1.0,93.0
1057,7511737,"Columbus Avenue By Maverick, Seven",42.34422219,-71.07537506,Apartment,2,1.0,0.0,1.0,100.0
1058,7694365,"Columbus Ave By Maverick, FortyOne",42.344025099999996,-71.07716516,Apartment,2,1.0,0.0,1.0,100.0
1059,12508801,1 BR / 1 BA Penthouse - South End,42.34433317,-71.07106172,Apartment,2,1.0,1.0,2.0,100.0
1060,10083878,S.END: Huge industrial cool condo!!,42.33832319,-71.07629653,Apartment,4,1.0,1.0,1.0,97.0
1061,990668,"zzEastPrivateBedBath MinsToBus,Metro,HistoricSites",42.34145742,-71.0764061,Apartment,2,1.5,1.0,1.0,98.0
1062,10427882,Boston Christopher One Bedroom,42.34407347,-71.07785150000001,Apartment,2,1.0,1.0,1.0,93.0
1065,6677700,2BR with rooftop/South End,42.34317613,-71.07708427,Apartment,4,1.0,2.0,2.0,89.0
1066,8316068,1 Bedroom in Condominium (III),42.33679502,-71.07648754,Condominium,2,1.5,1.0,1.0,96.0
1068,6972426,Luxurious penthouse living!!,42.34141201,-71.08113734,Townhouse,4,2.5,2.0,2.0,99.0
1070,6038520,"City-style, Spacious South End Apt.",42.34195414,-71.06994870000001,Apartment,2,1.0,1.0,1.0,98.0
1071,3236496,Netflix in Plus or Deluxe Apartment,42.34269699,-71.07545736,Apartment,2,1.0,0.0,1.0,100.0
1072,8200839,"Boston, South End - 1 Bedroom (I)",42.33605867,-71.07476968,Condominium,2,1.5,1.0,1.0,96.0
1073,1106555,zzzParking? MASTER CALENDAR   OnlyEd Books forYou,42.34116166,-71.07697593,Other,1,0.0,1.0,1.0,94.0
1074,6939126,Cozy Studio ;-) in SOUTH END Boston,42.34272173,-71.07838891,Apartment,2,1.0,1.0,1.0,77.0
1076,8595650,Historical Southend apartment,42.34364206,-71.07096862,Apartment,4,1.0,1.0,1.0,99.0
1077,2549840,Marvelous South End 2.5 bed/ 2.5 ba,42.337109999999996,-71.07713064,Apartment,8,2.5,3.0,4.0,90.0
1078,5088560,Stunning SouthEnd/BackBay Penthouse,42.34144499,-71.08051144,Condominium,4,2.0,2.0,2.0,100.0
1079,4364989,newly furn one bedroom by Copley #6,42.34237399,-71.07560149,Apartment,4,1.0,1.0,2.0,95.0
1080,14091605,Lofty South End Apartment,42.34071458,-71.07406084,Loft,2,1.0,1.0,1.0,94.0
1083,6758443,"Columbus Ave By Maverick, FortyFive",42.34339171,-71.07517784,Apartment,2,1.0,1.0,1.0,90.0
1085,1810397,3Bed/2.5Bath Luxury Triplex So. End,42.34363868,-71.07023501,Apartment,8,2.5,3.0,4.0,98.0
1087,7377034,Huge Private Room with Private Bath,42.34362362,-71.06646127,Condominium,4,1.0,1.0,2.0,95.0
1088,8201104,"Boston, South End - 3 Bedrooms",42.33750208,-71.07653798,Condominium,5,1.5,3.0,3.0,100.0
1089,13460331,Bright Boston Bedroom in Prime Location,42.33767183,-71.069889,Apartment,1,1.5,1.0,1.0,100.0
1090,14770892,"Victorian Charm, Modern Living: South End/Back Bay",42.34337257,-71.06951368,Condominium,4,2.0,2.0,2.0,100.0
1091,453660,Safe Clean Convenient ♥ Heart of Boston,42.34365919,-71.07210304,Apartment,2,1.0,1.0,1.0,96.0
1093,12049787,Appleton Studio B (M306B) Early Sept DEAL $155/nt,42.34499777,-71.07253948,Apartment,2,1.0,0.0,2.0,88.0
1094,3808557,"South End, 2 bed, private roofdeck",42.33650485,-71.07569641,Apartment,6,1.0,2.0,3.0,100.0
1097,12034317,Charming South End Apartment,42.34187598,-71.07814909,Apartment,4,1.0,1.0,1.0,100.0
1098,3842286,Charming South End Brownstone Loft,42.34541183,-71.0756691,Apartment,4,1.0,1.0,1.0,99.0
1099,13377097,Montgomery Place - Garden Level (Room 1),42.34402061,-71.07429963,Townhouse,2,1.0,0.0,1.0,96.0
1100,7920541,Sleek 1BR w/ Downtown Views and Gym,42.34579045,-71.06343694,Condominium,4,1.0,1.0,2.0,96.0
1101,2694019,Back Bay apt. Close to Marathon!,42.34667379,-71.07549847,Apartment,3,1.0,1.0,1.0,90.0
1102,11590512,"Bright South End 1BR w/Gym, Pool",42.34428882,-71.06304997,Condominium,2,1.0,1.0,1.0,92.0
1103,10656576,South End Beauty/1+ beds/1.5 baths,42.34193791,-71.07873718,Apartment,4,1.5,1.0,2.0,100.0
1104,5593888,Cozy South End Guest Room,42.33937306,-71.07480099,Apartment,2,1.0,1.0,1.0,86.0
1105,9706279,#great location #modern living,42.34610947,-71.06348826,Apartment,1,1.0,1.0,1.0,100.0
1107,7592616,South End 1 Bdrm with Private Deck,42.34221761,-71.06976149,Apartment,2,1.0,1.0,1.0,100.0
1108,826555,Cozy place in the heart of Boston,42.34714203,-71.07442765,Apartment,4,1.0,1.0,2.0,80.0
1109,7740592,Luxury in the Perfect Location,42.34403206,-71.07408005,House,4,2.5,2.0,2.0,100.0
1111,10656206,Large 2 Bedrooms Boston South End,42.340754,-71.08183368,Apartment,4,1.0,2.0,2.0,93.0
1113,7095320,2 Bed/1 Bath South End at Dog Park!,42.33971998,-71.07510804,Apartment,4,1.0,2.0,2.0,70.0
1114,12308161,Boston Centrally Located Brownstone,42.33975454,-71.0790043,Apartment,2,1.0,1.0,1.0,97.0
1115,9508975,South End Charm,42.33865083,-71.07058959999999,Apartment,4,1.0,2.0,2.0,100.0
1116,6248526,South End 1bd near everything,42.3442062,-71.07222802,Apartment,2,1.0,1.0,1.0,90.0
1118,989163,"Victorian Dream Studio, South End",42.34285805,-71.07339305,Apartment,2,1.0,1.0,1.0,98.0
1119,9197535,Spacious room in back bay,42.34560256,-71.0757107,Apartment,1,1.0,1.0,1.0,73.0
1121,12916551,Luxury2BEDS/south end/Boston downtown/Free parking,42.34150455,-71.08087506,Apartment,6,1.0,1.0,2.0,98.0
1122,7214920,South End 2 Bed w/ Parking & Patio,42.33683259,-71.0694973,Condominium,3,1.0,2.0,2.0,92.0
1123,7755144,Nice South End Condo.,42.33947729,-71.07938026,Apartment,3,1.0,1.0,1.0,98.0
1124,10391455,Heart of Boston - Semi-Private Room,42.34105938,-71.08073924,Apartment,2,1.0,1.0,1.0,96.0
1125,5639731,Ideal Studio in Back Bay/S. End,42.3424239,-71.07909613,Apartment,2,1.0,0.0,1.0,83.0
1126,9574727,Modern studio in Boston’s South End,42.34539308,-71.06303906,Apartment,1,1.0,0.0,1.0,100.0
1127,6134013,1 Bedroom in Victorian Brownstone,42.34306172,-71.07275114,House,2,1.0,1.0,1.0,98.0
1128,14522631,Luxury 2 beds /free parking/South end,42.33914266,-71.07978998,Apartment,4,1.0,1.0,2.0,100.0
1129,4461846,"Columbus Ave By Maverick, ThirtySix",42.34362446,-71.07729755,Apartment,2,1.0,0.0,1.0,75.0
1130,6444303,"zWestPrivateBedBath MinsToBus,Metro",42.34179502,-71.07566432,Apartment,2,1.0,1.0,1.0,99.0
1133,7575052,Sunny and Quiet top floor #8,42.34055092,-71.07510738,Apartment,4,1.0,1.0,2.0,97.0
1135,14125957,South End garden studio in excellent location,42.34369552,-71.07810032,Apartment,2,1.0,0.0,1.0,97.0
1136,12587887,Beautifully-Appointed 2 Bed floor-thru w/parking,42.3372339,-71.06977305,Apartment,4,1.0,2.0,2.0,100.0
1137,1038465,HANCOCK TOWER/COPLEY ROOM,42.34643651,-71.07480756,House,1,1.0,1.0,1.0,88.0
1139,8753913,Fashionable South End Condo,42.33960911,-71.07998676,Apartment,4,1.0,2.0,2.0,96.0
1140,9949819,South End Near Backbay Garden Apt,42.34650892,-71.07337175,Apartment,2,1.5,1.0,1.0,100.0
1141,2495047,Serene in the South End,42.3418898,-71.07254315,Apartment,2,1.0,0.0,1.0,88.0
1143,10671192,1 bedroom apt in Boston South End,42.33943485,-71.08005787,Apartment,2,1.0,1.0,1.0,100.0
1145,9474436,South End studio with private patio,42.34594658,-71.07724668,Apartment,2,1.0,1.0,1.0,95.0
1146,1200502,Charming Garden Studio In South End,42.33843449,-71.07684759,Apartment,2,1.0,1.0,1.0,87.0
1147,9757412,South End Gem,42.33676046,-71.07576189,Apartment,1,1.0,1.0,1.0,96.0
1148,7508063,"Modern, Airy 2 BR Loft in South End",42.34426013,-71.06652566,Apartment,6,1.0,2.0,2.0,96.0
1149,7901248,"South End Private Garden, Free Parking",42.33716831,-71.07499569,Apartment,3,1.0,1.0,1.0,93.0
1150,14094279,One of the best rooms in Boston. Period.,42.34442715,-71.06408581,Apartment,2,2.0,1.0,1.0,100.0
1151,7114655,South End Artist Loft in SOWA,42.34335555,-71.06571609,Condominium,5,1.0,2.0,5.0,90.0
1152,8815257,Cool Boston Crib. Awesome Building,42.34437308,-71.06457653,Apartment,6,2.0,2.0,3.0,93.0
1153,2215762,"Boutique South End, with sunshine",42.34414714,-71.07272569999999,Apartment,2,1.0,1.0,1.0,99.0
1154,14372667,South End Apt w/ Private Deck.,42.34278202,-71.07685954,Apartment,4,1.0,1.0,1.0,100.0
